certificate;country;description;director;genre;isEpisode;original title;rating;ratingcount;runtime;stars;title;url;year
Argentina:13, Australia:M, Brazil:16, Canada:14A, China:17, Finland:K-11, France:Tous publics, Germany:12, Greece:K-16, Hong Kong:IIB, Hungary:16, Ireland:15A, Ireland:12, Italy:T, Japan:R15+, Malaysia:U, Malaysia:18SX, Mexico:B15, Netherlands:12, New Zealand:M, Norway:11, Poland:16, Portugal:M/12, Russia:16+, Singapore:NC-16, South Korea:18, Spain:18, Sweden:Btl, Switzerland:10, Switzerland:10, Taiwan:12+, Turkey:13+, United Kingdom:12A, United Kingdom:12, United States:R;Hong Kong;"Several women enter a science fiction author&apos;s life over the course of a few years, after the author has lost the woman he considers his one true love.";Kar-Wai Wong;Drama, Romance, Sci-Fi;false;;7,4;58276;129;Tony Chiu-Wai Leung, Ziyi Zhang, Faye Wong;2046 (2004);https://www.imdb.com/title/tt0212712/;2004
Australia:G, Singapore:PG;Hong Kong;"After the Sino-Japanese War, Kwei Dz, one of the family members of Japanese soldiers accepted a Chinese officer&apos;s proposal and remained in China. Later they had a daughter named Ann. The officer went to Hong Kong to work, leaving ...";Ann Hui;Drama;false;Ke tu qiu hen;7,4;503;100;Maggie Cheung, Siu-Kwong Chung, Tan Lang Jachi Tian;Song of the Exile (1990);https://www.imdb.com/title/tt0099927/;1990
Australia:MA15+, Brazil:12, Germany:16, India:18, Malaysia:18, Philippines:18+, Singapore:M18, United Kingdom:15, United States:TV-14;Japan;The goddess Rista summons a hero to help her hard mode video game-like world. The hero, Seiya, is exceptional in every way, but he is incredibly cautious. He does things like buy three sets of armor (one to wear, a spare, and a sp...;;Animation, Action, Adventure;false;Shinchô yûsha ~ kono yûsha ga ore TUEEE kuse ni shinchô sugiru ~;7,4;2747;23;Yuichiro Umehara, Aki Toyosaki, Jamie Marchi;Cautious Hero: The Hero Is Overpowered but Overly Cautious (2019);https://www.imdb.com/title/tt10974198/;2019
Argentina:13, Australia:M, France:7, Indonesia:18+, Philippines:18+, Singapore:M18, South Korea:15, United Kingdom:15;Japan;Six strangers share a fabulous house in Tokyo, looking for love while living under the same roof. With no script what happens next is up to them.;;Drama, Reality-TV;false;;7,4;736;40;You, Reina Triendl, Azusa Babazono;Terrace House: Tokyo 2019-2020 (2019);https://www.imdb.com/title/tt10686814/;2019
;Norway;Eight years before the demise of the Titanic, Ole Brude, a young, scrawny looking sailor whose father abandoned him as a child, develops, designs and builds a revolutionary new lifeboat, still the standard used today.;Gry Molvær Hivju;Documentary;false;;7,4;10;;Kristofer Hivju, Gry Molvær Hivju, Vebjørn Enger;URÆD - FEARLESS (2022);https://www.imdb.com/title/tt8378038/;2022
Japan:G, Philippines:G, United States:TV-PG;Philippines;Biyudo Si Daddy, Biyuda Si Mommy was a co-production between Star Cinema and M-Zet Prod., and released by Star Cinema. After losing both their spouses, Victor and Coney unexpectedly find themselves falling for each other. This fil...;Tony Y. Reyes;Comedy;false;;7,4;7;;Vic Sotto, Coney Reyes, Patrick Garcia;Biyudo si daddy, biyuda si mommy (1997);https://www.imdb.com/title/tt0381055/;1997
Philippines:G;Philippines;"Picking up where Enteng Kabisote (The Legend of Okay Ka, Fairy Ko) ended, this year&apos;s filmic installment of the much-loved TV series of the earthling Enteng Kabisote and his romance with his Faye, despite the frequent intervention...";Tony Y. Reyes;Comedy, Family, Fantasy;false;;7,4;44;;Vic Sotto, Kristine Hermosa, Alice Dixson;Enteng Kabisote 2: Okay ka fairy ko... The legend continues (2005);https://www.imdb.com/title/tt0479659/;2005
South Korea:15, Spain:12, United States:TV-MA;Spain;The Roman Catholic Church faces the new challenges of Protestanism in Northern Europe and Paganism in the Americas. Carlos V seeks to secure the power of the Church, in this continuation of Isabel (2011-2014) and La Corona Partida...;;Biography, Drama, History;false;Carlos, Rey Emperador;7,4;674;;Álvaro Cervantes, Alfonso Bassave, Marina Salas;Charles, Emperor King (2015);https://www.imdb.com/title/tt4418020/;2015
;Spain;Kobe, a young famous and successful writer, he has everything in life: money, fame, recognition, love - The problem remains in his way of being, due to a hidden and difficult past, affecting him in his current life unable to leave...;Gerardo Gabaldón;Drama, Fantasy, Mystery;false;;7,4;354;126;Gerardo Gabaldón, María Senra, Antonio Toledo;L'Enfant Terrible (2019);https://www.imdb.com/title/tt11192680/;2019
;Turkey;"A Family immigrates from suburb to metropolitan to have a better life. Inspired from the Orhan Kemal&apos;s same named novel &quot;Abroad birds&quot;, published in 1962.";Halit Refig;Drama;false;;7,4;1015;102;Tanju Gürsu, Filiz Akin, Özden Çelik;Gurbet Kuslari (1964);https://www.imdb.com/title/tt0184543/;1964
Australia:M;Australia;When two high school teachers discover students are sharing explicit photos of their underage friends and peers online, the revelation has devastating consequences for the students and their families.;;Drama;false;;7,3;812;;Alex Cusack, Sam Reid, Yazeed Daher;The Hunting (2019);https://www.imdb.com/title/tt9690214/;2019
;Australia;An experimental short music clip of two mimes who are searching for a doll and their happiness.;Rakib Erick;Short, Fantasy;false;;7,3;38;;Katherine Langford, Kate Raine;Story of Miss Oxygen (2015);https://www.imdb.com/title/tt8355676/;2015
;Austria;A film about friendship, the love for music and saying goodbye.;Hannes Starz;Drama;false;;7,3;30;92;Valerie Pachner, Voodoo Jürgens, Tinka Fürst;Another Coin for the Merry-Go-Round (2021);https://www.imdb.com/title/tt14779400/;2021
Argentina:16, Finland:K-16, France:12, Germany:16, Hungary:16, Ireland:15A, Netherlands:16, New Zealand:R16, Singapore:R21, Singapore:M18, United Kingdom:15, United States:R;Belgium;Sint-Truiden, Belgium. Jacky, a young cattle farmer who is constantly pumped on steroids and hormones, is approached by a veterinarian to make a deal with a notorious beef trader.;Michaël R. Roskam;Crime, Drama;false;;7,3;23552;129;Matthias Schoenaerts, Jeroen Perceval, Jeanne Dandoy;Rundskop (2011);https://www.imdb.com/title/tt1821593/;2011
Argentina:Atp, Australia:PG, Brazil:Livre, Canada:PG, Canada:G, China:(Banned), Ecuador:Not Rated, France:Tous publics, Germany:12, Hong Kong:IIB, Iceland:12, Indonesia:21, Ireland:12, Ireland:12PG, Italy:T, Malaysia:U, Netherlands:12, New Zealand:PG, Norway:15, Philippines:PG-13, Russia:12+, Singapore:PG, Singapore:PG13, South Africa:13, South Korea:All, South Korea:15, Switzerland:10, Switzerland:10, Switzerland:12, Turkey:16+, United Kingdom:12A, United States:Unrated, United States:PG, United States:PG-13;China;A young Shaolin follower reunites with his discouraged brothers to form a soccer team using their martial art skills to their advantage.;Stephen Chow;Action, Comedy, Fantasy;false;Siu Lam juk kau;7,3;81631;87;Stephen Chow, Wei Zhao, Yat-Fei Wong;Shaolin Soccer (2001);https://www.imdb.com/title/tt0286112/;2001
Argentina:16, Australia:M, Czechia:12, Finland:K-13, Germany:12, Hong Kong:IIB, Netherlands:12, Poland:12, Portugal:M/12, Slovakia:12, South Korea:18, United States:R;Czech Republic;A look at the glamorous life at an old-world Prague hotel.;Jirí Menzel;Comedy, Drama, Romance;false;;7,3;7880;113;Ivan Barnev, Oldrich Kaiser, Julia Jentsch;Obsluhoval jsem anglického krále (2006);https://www.imdb.com/title/tt0284363/;2006
Argentina:16, Australia:MA15+, Canada:18+, Finland:K-15, France:16, Germany:18, Japan:R-15, Netherlands:16, New Zealand:R18, Russia:16+, Singapore:NC-16, South Korea:18, Spain:18, Sweden:15, Switzerland:16, Switzerland:16, Turkey:13+, United Kingdom:15, United States:Not Rated;France;"A man takes over a dead man&apos;s task without realizing the horror it entails.";Géla Babluani;Crime, Drama, Thriller;false;13 Tzameti;7,3;17568;93;George Babluani, Aurélien Recoing, Pascal Bongard;13 (2005);https://www.imdb.com/title/tt0475169/;2005
Argentina:13, Australia:M, France:Tous publics, Germany:0, Italy:T, Netherlands:9, Norway:11, Singapore:PG, Sweden:7, Switzerland:10, Switzerland:10, United Kingdom:12, United States:Unrated;France;"The life of a determined young girl is changed when she befriends her building&apos;s concierge, a solitary woman who is more than what she seems.";Mona Achache;Drama;false;Le hérisson;7,3;9403;100;Josiane Balasko, Garance Le Guillermic, Togo Igawa;The Hedgehog (2009);https://www.imdb.com/title/tt1442519/;2009
Argentina:16, Australia:MA15+, Finland:K-15, France:Tous publics, Germany:16, Hungary:18, Ireland:16, Mexico:B-15, Netherlands:16, New Zealand:R16, Norway:15, Portugal:M/16, Spain:16, Switzerland:16, Switzerland:16, United Kingdom:15, United States:Not Rated;France;A journalist covering police assigned to a juvenile division enters into an affair with one of her subjects.;Maïwenn;Crime, Drama;false;;7,3;14470;127;Karin Viard, JoeyStarr, Marina Foïs;Polisse (2011);https://www.imdb.com/title/tt1661420/;2011
France:Tous publics, United States:Not Rated;France;The young daughter of an army captain missing in action runs away from school and is kidnapped by Parisian lowlifes. When the kidnapper flees to Nice with the child, the kind-hearted employee of one of his accomplices sets off in ...;Léonce Perret;Crime, Drama;false;;7,3;390;124;Léonce Perret, Louis Leubas, Maurice Lagrenée;L'enfant de Paris (1913);https://www.imdb.com/title/tt0003883/;1913
France:Tous publics, Germany:0, Italy:T, Japan:G, Taiwan:GP;France;Alexandre Mourot, director and father, explores for a year the experience of learning in the oldest Montessori school in France, where children aged between 3 and 6 create their own learning experiences.;Alexandre Mourot, Alexandre Mourot;Documentary;false;"Le maître est l&apos;enfant";7,3;83;100;Anny Duperey, Christian Maréchal, Alexandre Mourot;Let the Child Be the Guide (2017);https://www.imdb.com/title/tt7094966/;2017
;Germany;Follow the lives of a group of students and teachers of an imaginary high school. It shows the rivalries between the volleyball club and the song-and-dance group. It deals with important subjects like forbidden student/teacher aff...;;Romance;false;Hand aufs Herz;7,3;84;25;Franciska Friede, Vanessa Jung, Andreas Jancke;Heartbeat (2010);https://www.imdb.com/title/tt1736093/;2010
Argentina:16, Australia:MA15+, Canada:13+, Finland:K-15, France:12, Germany:16, Hong Kong:IIB, Iceland:16, Ireland:15A, Ireland:15, Italy:T, Japan:PG-12, Malaysia:18SG, Netherlands:12, New Zealand:R16, Norway:15, Singapore:NC-16, Singapore:PG, South Korea:15, Spain:18, Taiwan:R-12, Turkey:7+, United Kingdom:15, United States:Not Rated;Hong Kong;In this prequel to Mou gaan dou (2002), Chan Wing Yan has just become an undercover cop in the triads while Lau Kin Ming joins the police force. Both the triads and the police find an enemy in a rival crime boss.;Andrew Lau, Alan Mak;Action, Crime, Drama;false;Mou gaan dou II;7,3;18402;119;Edison Chen, Shawn Yue, Anthony Chau-Sang Wong;Infernal Affairs II (2003);https://www.imdb.com/title/tt0369060/;2003
;Ireland;"TV series centering around the Dublin restaurant &apos;Raw&apos; and the lives of its staff.";;Drama;false;;7,3;383;;Charlene McKenna, Keith McErlean, Damon Gameau;Raw (2008);https://www.imdb.com/title/tt1233560/;2008
Argentina:16, France:Tous publics, Germany:16, Netherlands:12, New Zealand:R16, Singapore:NC-16, Sweden:15, United States:Not Rated;Israel;Ajami is the religiously mixed community of Muslims and Christians in Tel Aviv. These are five stories about the everyday life in Ajami.;Scandar Copti, Yaron Shani;Crime, Drama;false;;7,3;6275;124;Fouad Habash, Nisrin Siksik, Elias Saba;Ajami (2009);https://www.imdb.com/title/tt1077262/;2009
;Italy;"Traces the legendary author&apos;s life, from the images and memories of his early boyhood, to his tragic suicide at 62. We first meet Hemingway as a young boy dominated by the virile figure of his father, a doctor devoted to hunting a...";José María Sánchez;Drama;false;;7,3;108;100;Victor Garber, Rom Anderson, Karen Black;The Legendary Life of Ernest Hemingway (1989);https://www.imdb.com/title/tt0222009/;1989
India:UA 13+, Indonesia:Not Rated, Philippines:16+, Singapore:PG13, Singapore:NC16, Thailand:13+, United Kingdom:15, United States:TV-14;Japan;"When the world&apos;s greatest assassin reaches the end of his life, he is sent by a goddess to be reborn in a magical world and use his skills to save that world.";;Animation, Action, Fantasy;false;Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei Suru;7,3;2163;24;Kenji Akabane, Shino Shimoji, Reina Ueda;The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat (2021);https://www.imdb.com/title/tt14061838/;2021
Sweden:15;Japan;A surreal, isolated village sees its inhabitants gradually leave behind their mutual traditions and superstitions as they leave for the city. Among them are two cousins who love each other and who get into a quarrel with other vil...;Shûji Terayama;Fantasy, Mystery, Romance;false;Saraba hakobune;7,3;546;127;Tsutomu Yamazaki, Mayumi Ogawa, Yoshio Harada;Farewell to the Ark (1984);https://www.imdb.com/title/tt0088041/;1984
Australia:PG, Australia:M, Canada:PG, Canada:G, China:(Banned), Malaysia:18, Philippines:PG-13, Singapore:PG13, South Korea:15, United States:TV-14;Japan;"Tsuchimikado Harutora was born into the prestigious Onmyoji family, but can&apos;t see &quot;spirit energy&quot;. Therefore, he&apos;s been enjoying a peaceful daily life with his friends at the Onmyo branch school. One day, his childhood friend Tsuc...";;Animation, Action, Comedy;false;;7,3;1278;;Kaito Ishikawa, Aki Toyosaki, Ryohei Kimura;Tokyo Ravens (2013);https://www.imdb.com/title/tt3104072/;2013
Singapore:NC16, South Korea:15;Japan;A historical drama that focuses on a decade-long investigation into events in the Pacific during and after WWII.;;Drama, History;false;;7,3;1690;45;Tim Ahern, Paul Freeman, Serge Hazanavicius;Tokyo Trial (2016);https://www.imdb.com/title/tt4040530/;2016
Portugal:M/16;Portugal;Pedro, Maria and Paulo are three inseparable teenagers who face the dramas and disappointments typical of their age. When they meet they enjoy their only moments of happiness and freedom while trying and risking what no one may kn...;Gonçalo Galvão Teles;Drama;false;Nunca Nada Aconteceu;7,3;33;124;Filipe Duarte, Ana Moreira, Rui Morisson;Nothing Ever Happened (2022);https://www.imdb.com/title/tt8074440/;2022
Finland:K-7, Norway:7, Singapore:PG, Sweden:7;Sweden;"Two kids move in with a lonely undertaker who is secretly in love with the town&apos;s school teacher.";Ulf Malmros;Comedy, Drama, Family;false;Den bästa sommaren;7,3;4014;91;Kjell Bergqvist, Anastasios Soulis, Rebecca Scheja;A Summer Tale (2000);https://www.imdb.com/title/tt0204932/;2000
Argentina:13;Argentina;Juan and Romano are two marginals who plan the death of the head of the gypsy mafia to recover a car, without even thinking about the consequences ... in the plan!;Demián Rugna;Action, Adventure, Comedy;false;No sabés con quién estás hablando;7,2;45;95;Héctor Bidonde, Germán Da Silva, Germán de Silva;You Don't Know Who You're Talking To (2016);https://www.imdb.com/title/tt5311102/;2016
